LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC002353,0.23352472799208704,0.21017225519287833,3.99,0.18217968702294798,0.2850250510298757,0.02375208758582297,Adversity,Std,1002,Peak Hour Users,1002 anomalous readings detected. Inspect high-consumption appliances.
MAC005258,0.23399578353306702,0.21059620517976033,3.99,0.19271516211414613,0.285143237841439,0.022651565622918056,Adversity,Std,841,Peak Hour Users,841 anomalous readings detected. Inspect high-consumption appliances.
MAC003853,0.23240325323619113,0.209162927912572,3.97,0.12510462059347183,0.28486646884273,0.02238236540907164,Adversity,Std,665,Peak Hour Users,665 anomalous readings detected. Inspect high-consumption appliances.
MAC002384,0.23056776280518185,0.20751098652466365,3.94,0.12285853641463568,0.2849841052172287,0.02393567287913732,Adversity,Std,783,Peak Hour Users,783 anomalous readings detected. Inspect high-consumption appliances.
MAC002408,0.23058733738738738,0.2075286036486486,3.94,0.18275538374859146,0.2839927381995743,0.024039063478151997,Adversity,Std,810,Peak Hour Users,810 anomalous readings detected. Inspect high-consumption appliances.
MAC005194,0.23001658189254917,0.20701492370329425,3.93,0.17301182857973907,0.28576968891105015,0.02260450427989695,Adversity,Std,255,Peak Hour Users,255 anomalous readings detected. Inspect high-consumption appliances.
MAC003718,0.22959935902014653,0.20663942311813188,3.92,0.20898331900831182,0.2860991688162797,0.022012037833190026,Affluent,Std,465,Peak Hour Users,465 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002571,0.22947045705128205,0.20652341134615385,3.92,0.16448528999930284,0.28443948689347465,0.021751254880089235,Affluent,Std,668,Peak Hour Users,668 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004078,0.2289521250640041,0.20605691255760367,3.91,0.20876053681462978,0.2859018703561363,0.023059185242121444,Adversity,Std,985,Peak Hour Users,985 anomalous readings detected. Inspect high-consumption appliances.
MAC004573,0.2291532999164578,0.206237969924812,3.91,0.25416620079678154,0.28579638966535176,0.022571122547610963,Adversity,Std,1009,Balanced Users,1009 anomalous readings detected. Inspect high-consumption appliances.
MAC004570,0.228962823663325,0.20606654129699248,3.91,0.17971837203051122,0.28588594864292993,0.02256994331391552,ACORN-U,Std,1085,Peak Hour Users,1085 anomalous readings detected. Inspect high-consumption appliances.
MAC005500,0.22814662759042034,0.20533196483137828,3.89,0.20434544840435287,0.28452650241486827,0.0234761875649569,Adversity,Std,596,Peak Hour Users,596 anomalous readings detected. Inspect high-consumption appliances.
MAC000154,0.2280670832292009,0.2052603749062808,3.89,0.17824422768654566,0.29229946083878666,0.02317158496933778,Adversity,Std,650,Peak Hour Users,650 anomalous readings detected. Inspect high-consumption appliances.
MAC002305,0.22733802469135803,0.20460422222222222,3.88,0.23656879459217392,0.2845980419407641,0.023719077179653478,Adversity,Std,447,Balanced Users,447 anomalous readings detected. Inspect high-consumption appliances.
MAC000572,0.2267371609496124,0.20406344485465117,3.87,0.17731703174559887,0.28506499409144626,0.02327061176256704,Affluent,Std,784,Peak Hour Users,784 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003020,0.2264938650817996,0.20384447857361965,3.87,0.19536268859043235,0.2854310565361985,0.023023791250959325,Adversity,Std,1032,Peak Hour Users,1032 anomalous readings detected. Inspect high-consumption appliances.
MAC003780,0.22683702213279677,0.20415331991951707,3.87,0.15493242676907582,0.2860740367665575,0.0221606648199446,ACORN-U,Std,775,Peak Hour Users,775 anomalous readings detected. Inspect high-consumption appliances.
MAC002735,0.22588645579886454,0.20329781021897808,3.86,0.15065406956095911,0.28530901722391083,0.02269503546099291,Affluent,Std,511,Peak Hour Users,511 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005297,0.22559865765100673,0.20303879188590604,3.85,0.1607628427476217,0.2847229994404029,0.022831561275881367,Affluent,Std,1021,Peak Hour Users,1021 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000974,0.2241761021793587,0.20175849196142281,3.83,0.13242089458554895,0.2847669690334689,0.024022521113543947,Affluent,Std,885,Peak Hour Users,885 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001421,0.22382679127725857,0.2014441121495327,3.82,0.18075227963525836,0.28805237315875615,0.02244563946691606,Adversity,ToU,130,Peak Hour Users,130 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC003936,0.22238815063676634,0.2001493355730897,3.8,0.12702479396426344,0.28426483828519983,0.022681626151395524,Adversity,Std,762,Peak Hour Users,762 anomalous readings detected. Inspect high-consumption appliances.
MAC005460,0.2224873928518972,0.20023865356670745,3.8,0.17360264493969266,0.28356701157166475,0.02351068389150799,Adversity,Std,655,Peak Hour Users,655 anomalous readings detected. Inspect high-consumption appliances.
MAC005527,0.22286339198435973,0.20057705278592375,3.8,0.12409122035033014,0.2846661775495231,0.02347762289068232,Adversity,Std,700,Peak Hour Users,700 anomalous readings detected. Inspect high-consumption appliances.
MAC002813,0.22286500890636896,0.20057850801573204,3.8,0.13984007621784694,0.2865671641791045,0.022864401397268974,Affluent,Std,728,Peak Hour Users,728 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004019,0.22281949055924696,0.20053754150332226,3.8,0.16851139513369354,0.28595178719867,0.021612635078969242,Adversity,Std,766,Peak Hour Users,766 anomalous readings detected. Inspect high-consumption appliances.
MAC002693,0.22225859909615867,0.2000327391865428,3.79,0.17237489011365062,0.2857905312068316,0.024111515760391812,Affluent,Std,762,Peak Hour Users,762 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002168,0.22216181229773463,0.19994563106796115,3.79,0.1916642037820513,0.28502024291497974,0.022672064777327937,Adversity,Std,366,Peak Hour Users,366 anomalous readings detected. Inspect high-consumption appliances.
MAC002743,0.22165781489630754,0.19949203340667676,3.78,0.1971414697447091,0.28395178893423173,0.022776881465312707,Adversity,Std,951,Peak Hour Users,951 anomalous readings detected. Inspect high-consumption appliances.
MAC000462,0.2209095845609065,0.19881862610481585,3.77,0.251735591802166,0.2860979136542037,0.024080030690235194,Affluent,Std,804,Balanced Users,804 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004435,0.221158154390681,0.19904233895161288,3.77,0.1719478022538686,0.28520968827091275,0.026911863646557524,Adversity,Std,630,Peak Hour Users,630 anomalous readings detected. Inspect high-consumption appliances.
MAC002653,0.2211504024144869,0.19903536217303824,3.77,0.17635761235651162,0.2851526873604428,0.024153222002075668,Adversity,Std,631,Peak Hour Users,631 anomalous readings detected. Inspect high-consumption appliances.
MAC002885,0.21957631827215016,0.19761868644493513,3.75,0.1714199572242165,0.2849647935938147,0.02316029269639652,Affluent,Std,373,Peak Hour Users,373 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005408,0.21907229190421892,0.19716506271379702,3.74,0.14544497676162774,0.28471212250834116,0.02326974078193173,Affluent,Std,755,Peak Hour Users,755 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001904,0.21879093807631161,0.1969118442686804,3.73,0.1679851142094619,0.28637734973311674,0.02227895103272221,Adversity,ToU,989,Peak Hour Users,989 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC001779,0.21869643328929986,0.19682678996036984,3.73,0.14423244279526518,0.2856434334082793,0.022219283163602697,Adversity,Std,363,Peak Hour Users,363 anomalous readings detected. Inspect high-consumption appliances.
MAC004232,0.2181455108617131,0.19633095977554177,3.72,0.19276549186676994,0.28505034856700234,0.023237800154918668,Adversity,Std,742,Peak Hour Users,742 anomalous readings detected. Inspect high-consumption appliances.
MAC000583,0.2181434468008256,0.19632910212074303,3.72,0.18277714653647514,0.29264041316978695,0.024790187217559715,Adversity,ToU,820,Peak Hour Users,820 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002576,0.21818673350055742,0.19636806015050168,3.72,0.18142165437654686,0.2844494021682295,0.021752013106982257,Adversity,Std,550,Peak Hour Users,550 anomalous readings detected. Inspect high-consumption appliances.
MAC001837,0.21717194915478077,0.1954547542393027,3.71,0.16967751526515776,0.2854121923013382,0.022170824384602675,Adversity,Std,910,Peak Hour Users,910 anomalous readings detected. Inspect high-consumption appliances.
MAC002069,0.21719378169391584,0.19547440352452422,3.71,0.16270700739934346,0.2845849802371542,0.02250954645943592,Adversity,Std,845,Peak Hour Users,845 anomalous readings detected. Inspect high-consumption appliances.
MAC005343,0.21607249322493224,0.194465243902439,3.69,0.1428719708523979,0.2846975088967972,0.023046941196407388,Affluent,Std,675,Peak Hour Users,675 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002775,0.21584572587253414,0.1942611532852807,3.68,0.19074610858643382,0.2854340673247279,0.02274740572007087,Adversity,Std,726,Peak Hour Users,726 anomalous readings detected. Inspect high-consumption appliances.
MAC004462,0.21441053282189507,0.19296947953970556,3.66,0.24892390849580007,0.2857253966607902,0.0223996681530644,Adversity,Std,819,Balanced Users,819 anomalous readings detected. Inspect high-consumption appliances.
MAC005487,0.21387297282555284,0.19248567554299756,3.65,0.14136179495620102,0.28461656677424313,0.023605348086675887,Adversity,Std,1024,Peak Hour Users,1024 anomalous readings detected. Inspect high-consumption appliances.
MAC004740,0.21270062168818749,0.19143055951936871,3.63,0.15437108930729196,0.28426153017885986,0.024406292995154632,Affluent,Std,989,Peak Hour Users,989 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004187,0.21295272536812193,0.19165745283130972,3.63,0.18558348667893224,0.2843032826571124,0.023240050353442433,Adversity,Std,779,Peak Hour Users,779 anomalous readings detected. Inspect high-consumption appliances.
MAC002551,0.212548970589872,0.1912940735308848,3.63,0.1974558209580838,0.2840481827043587,0.021723993872719678,Adversity,Std,851,Peak Hour Users,851 anomalous readings detected. Inspect high-consumption appliances.
MAC002391,0.21152023983008494,0.19036821584707647,3.61,0.16915652444444446,0.2834192842631661,0.024003750586029066,Adversity,Std,729,Peak Hour Users,729 anomalous readings detected. Inspect high-consumption appliances.
MAC002689,0.2110868580060423,0.18997817220543806,3.6,0.1467151585776826,0.2856602941639633,0.024188214544423797,Adversity,Std,380,Peak Hour Users,380 anomalous readings detected. Inspect high-consumption appliances.
MAC003980,0.2112170541528239,0.19009534873754153,3.6,0.12066254499515101,0.2858825159323912,0.021612635078969242,Adversity,Std,845,Peak Hour Users,845 anomalous readings detected. Inspect high-consumption appliances.
MAC001546,0.21014602678018576,0.18913142410216716,3.59,0.20704512005874,0.28505034856700234,0.023237800154918668,Adversity,Std,723,Peak Hour Users,723 anomalous readings detected. Inspect high-consumption appliances.
MAC002588,0.21027989952606635,0.18925190957345972,3.59,0.17526590660670086,0.28441934246766376,0.021755046543248613,Affluent,Std,826,Peak Hour Users,826 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000318,0.21027331323969606,0.18924598191572645,3.59,0.16854701761470003,0.2846116183289652,0.023501627257279455,Adversity,Std,826,Peak Hour Users,826 anomalous readings detected. Inspect high-consumption appliances.
MAC002130,0.21010430102150537,0.1890938709193548,3.59,0.12260936555540604,0.28412837246854605,0.022606472448361704,Affluent,Std,843,Peak Hour Users,843 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004382,0.20951283849206348,0.18856155464285712,3.58,0.1277723847964488,0.2859646048712108,0.023830383739267567,Adversity,Std,736,Peak Hour Users,736 anomalous readings detected. Inspect high-consumption appliances.
MAC004513,0.20852156699312357,0.18766941029381118,3.56,0.12898952388398094,0.285200531623798,0.02251583144398405,Adversity,Std,420,Peak Hour Users,420 anomalous readings detected. Inspect high-consumption appliances.
MAC001777,0.20776360485268633,0.18698724436741768,3.55,0.1319642764085424,0.2861359493011546,0.022918656133344907,Adversity,ToU,429,Peak Hour Users,429 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC004109,0.20784103741653825,0.1870569336748844,3.55,0.10260450088088732,0.28545249959813535,0.023147403954348174,Adversity,Std,824,Peak Hour Users,824 anomalous readings detected. Inspect high-consumption appliances.
MAC005367,0.20767293320498303,0.18690563988448472,3.54,0.188112502842326,0.2856495125821809,0.023124008161414644,Affluent,Std,964,Peak Hour Users,964 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003924,0.2075272536687631,0.1867745283018868,3.54,0.14939594263728576,0.28537075900664566,0.023084994753410283,Adversity,Std,362,Peak Hour Users,362 anomalous readings detected. Inspect high-consumption appliances.
MAC002531,0.2074444753409407,0.18670002780684664,3.54,0.17344672704387187,0.2841225626740947,0.021727019498607242,Adversity,Std,818,Peak Hour Users,818 anomalous readings detected. Inspect high-consumption appliances.
MAC004540,0.20670708329166668,0.1860363749625,3.53,0.1926057226142701,0.2851930994944494,0.02251524469693021,Adversity,Std,741,Peak Hour Users,741 anomalous readings detected. Inspect high-consumption appliances.
MAC002108,0.2068944966442953,0.18620504697986576,3.53,0.1624356857713346,0.28504312225242456,0.02255109231853418,Adversity,ToU,712,Peak Hour Users,712 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC005547,0.20656357388316152,0.18590721649484535,3.53,0.16393067026620406,0.2858546470570174,0.023580705578924745,Adversity,Std,311,Peak Hour Users,311 anomalous readings detected. Inspect high-consumption appliances.
MAC003023,0.20607046206280316,0.18546341585652285,3.52,0.15665848286507889,0.28500734308154013,0.022987037864759596,Adversity,Std,753,Peak Hour Users,753 anomalous readings detected. Inspect high-consumption appliances.
MAC002248,0.2063170611439842,0.18568535502958577,3.52,0.16000410139077342,0.28419884050820277,0.0236832367090169,Adversity,Std,522,Peak Hour Users,522 anomalous readings detected. Inspect high-consumption appliances.
MAC005375,0.20628034429347825,0.18565230986413042,3.52,0.20507113316430595,0.2855524079320113,0.023116147308781868,Affluent,Std,1117,Peak Hour Users,1117 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003281,0.20613746015873016,0.18552371414285715,3.52,0.1956828580784812,0.28584478512987527,0.020970688696481055,Affluent,Std,375,Peak Hour Users,375 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001449,0.2055810286637374,0.18502292579736365,3.51,0.1346752327320921,0.2839410395655547,0.023273855702094646,Adversity,ToU,640,Peak Hour Users,640 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002419,0.20571564222888558,0.18514407800599703,3.51,0.14229477408264052,0.283553166218666,0.024004500843908233,Adversity,Std,776,Peak Hour Users,776 anomalous readings detected. Inspect high-consumption appliances.
MAC001999,0.20483195287202777,0.184348757584825,3.5,0.11692941411383309,0.2855185321346212,0.022459142408341966,Affluent,Std,710,Peak Hour Users,710 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005274,0.20480419580419582,0.18432377622377621,3.5,0.2101425026997446,0.2871944545786209,0.02101422838380153,Affluent,Std,349,Peak Hour Users,349 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002958,0.20489045256622515,0.18440140730960264,3.5,0.15206965344470524,0.2849302775093193,0.023194808780891897,Adversity,Std,460,Peak Hour Users,460 anomalous readings detected. Inspect high-consumption appliances.
MAC002010,0.20328426664,0.18295583997599998,3.47,0.11871070104774935,0.285027862124195,0.02242317060962995,Affluent,Std,512,Peak Hour Users,512 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002438,0.2025438596491228,0.1822894736842105,3.46,0.1569374558424233,0.2824295691752335,0.03390096523581574,Adversity,Std,353,Peak Hour Users,353 anomalous readings detected. Inspect high-consumption appliances.
MAC002846,0.20283049121913974,0.18254744209722573,3.46,0.16466334586224457,0.2871283977337832,0.02142084155579604,Adversity,Std,1117,Peak Hour Users,1117 anomalous readings detected. Inspect high-consumption appliances.
MAC004129,0.2029576922820513,0.18266192305384615,3.46,0.18944026841378866,0.2857234561561176,0.0231095134163564,Adversity,Std,1138,Peak Hour Users,1138 anomalous readings detected. Inspect high-consumption appliances.
MAC001839,0.2027962373873874,0.18251661364864863,3.46,0.1917928727694244,0.28601708948797777,0.022256077366364178,Adversity,Std,762,Peak Hour Users,762 anomalous readings detected. Inspect high-consumption appliances.
MAC001496,0.20277332644094082,0.18249599379684672,3.46,0.1616068519683258,0.2839043309631545,0.023270846800258566,Adversity,Std,817,Peak Hour Users,817 anomalous readings detected. Inspect high-consumption appliances.
MAC002173,0.20239140991356022,0.18215226892220418,3.45,0.1615172355119973,0.28546806353497806,0.02267657992565056,Adversity,Std,516,Peak Hour Users,516 anomalous readings detected. Inspect high-consumption appliances.
MAC002691,0.20177713720230636,0.1815994234820757,3.44,0.13889677340001882,0.2859740992756577,0.024082029412686966,Affluent,Std,724,Peak Hour Users,724 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000722,0.20108591065292097,0.18097731958762886,3.43,0.09948345204470097,0.2858897212329608,0.023578533709934915,Affluent,ToU,1044,Peak Hour Users,1044 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005323,0.20106356693620844,0.1809572102425876,3.43,0.16092321957297373,0.28588284871470715,0.02292456805731142,Affluent,Std,889,Peak Hour Users,889 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002659,0.19893258145363407,0.17903932330827066,3.4,0.134420747385416,0.2857859426923318,0.024076744623487367,Adversity,Std,737,Peak Hour Users,737 anomalous readings detected. Inspect high-consumption appliances.
MAC001673,0.19925065416012558,0.179325588744113,3.4,0.17100991524264536,0.2842697732255637,0.023528256814686344,Adversity,Std,648,Peak Hour Users,648 anomalous readings detected. Inspect high-consumption appliances.
MAC005492,0.1990359300120773,0.17913233701086956,3.4,0.1566956456059519,0.2827901355791382,0.01994033007288795,ACORN-,ToU,493,Peak Hour Users,493 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002541,0.19846612765542235,0.1786195148898801,3.39,0.15737954245309338,0.2844039896770594,0.021761874869219502,Adversity,Std,906,Peak Hour Users,906 anomalous readings detected. Inspect high-consumption appliances.
MAC005373,0.19822259970561595,0.17840033973505434,3.38,0.1750143338857256,0.2855443188578227,0.0231154924789666,Affluent,Std,1087,Peak Hour Users,1087 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002234,0.1979885692477876,0.17818971232300884,3.38,0.18123906622070493,0.2869071784462078,0.026573168481269605,Adversity,Std,659,Peak Hour Users,659 anomalous readings detected. Inspect high-consumption appliances.
MAC005332,0.19706472719891746,0.1773582544790257,3.36,0.14024745988654322,0.28448859787762476,0.023030029351998195,Adversity,Std,1090,Peak Hour Users,1090 anomalous readings detected. Inspect high-consumption appliances.
MAC004370,0.19713562281273503,0.1774220605314615,3.36,0.06624055314371727,0.28586659976794504,0.025526043463263193,Adversity,Std,978,Peak Hour Users,978 anomalous readings detected. Inspect high-consumption appliances.
MAC002357,0.19679224647117297,0.17711302182405564,3.36,0.12339564297967555,0.28491515942569456,0.02386723848592206,Adversity,ToU,909,Peak Hour Users,909 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC000305,0.19704367813793103,0.1773393103241379,3.36,0.1175069891883341,0.2843994477680626,0.023469857340082834,Adversity,Std,457,Peak Hour Users,457 anomalous readings detected. Inspect high-consumption appliances.
MAC002077,0.19603757380568976,0.17643381642512077,3.35,0.1506889887942025,0.2850097295846474,0.02254579614842649,Adversity,Std,435,Peak Hour Users,435 anomalous readings detected. Inspect high-consumption appliances.
MAC000293,0.19607417573260075,0.17646675815934065,3.35,0.14247655062598483,0.2859189227904312,0.023377739578856898,Adversity,ToU,970,Peak Hour Users,970 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC000402,0.1955949720670391,0.17603547486033516,3.34,0.15101966037631434,0.28520665249177174,0.02373809454460723,Adversity,ToU,1026,Peak Hour Users,1026 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002191,0.19486937666666668,0.175382439,3.33,0.21482707759807412,0.2857288170074255,0.022785067643169565,Adversity,Std,787,Peak Hour Users,787 anomalous readings detected. Inspect high-consumption appliances.
MAC000529,0.19464577395536561,0.17518119655982906,3.32,0.14406699729753808,0.2850948831407953,0.0242330650669676,Adversity,ToU,750,Peak Hour Users,750 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002352,0.1932122521801802,0.1738910269621622,3.3,0.16669330923180897,0.28501914845685966,0.025906735751295335,Adversity,Std,607,Peak Hour Users,607 anomalous readings detected. Inspect high-consumption appliances.
MAC004092,0.19360748786231885,0.17424673907608695,3.3,0.10356839558384648,0.2846511276491255,0.021759661516376413,Adversity,Std,838,Peak Hour Users,838 anomalous readings detected. Inspect high-consumption appliances.
MAC002274,0.19272290360450564,0.17345061324405506,3.29,0.15432852267163386,0.2840058854835175,0.024042826284318943,Adversity,Std,387,Peak Hour Users,387 anomalous readings detected. Inspect high-consumption appliances.
MAC001672,0.19211518458138327,0.17290366612324493,3.28,0.14036849810025698,0.28418073582511955,0.023421489216356006,Adversity,Std,841,Peak Hour Users,841 anomalous readings detected. Inspect high-consumption appliances.
MAC002906,0.19169416944444442,0.17252475249999996,3.27,0.15319395897550572,0.28402366863905326,0.023118205586899684,Adversity,Std,259,Peak Hour Users,259 anomalous readings detected. Inspect high-consumption appliances.
MAC005285,0.19145080505366727,0.1723057245483005,3.27,0.15291579564026606,0.28438879883740426,0.022609133083673356,Affluent,Std,1126,Peak Hour Users,1126 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004529,0.1909022915625,0.17181206240625,3.26,0.1603351838767691,0.2851408762738812,0.02246722443766779,Affluent,Std,1064,Peak Hour Users,1064 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002519,0.1907369886445867,0.17166328978012804,3.26,0.2040833507343217,0.283984130298601,0.021716433493422425,Affluent,Std,914,Balanced Users,914 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004044,0.19070016611295681,0.1716301495016611,3.25,0.15873715749766185,0.2859815026499013,0.021614881014236725,Adversity,Std,916,Peak Hour Users,916 anomalous readings detected. Inspect high-consumption appliances.
MAC002652,0.1904797584862962,0.17143178263766656,3.25,0.19512522793183676,0.2852606426460416,0.024146387474061497,Adversity,Std,755,Peak Hour Users,755 anomalous readings detected. Inspect high-consumption appliances.
MAC001431,0.1904817947948718,0.1714336153153846,3.25,0.13424071578154065,0.28631903020973637,0.021582964530819062,Adversity,ToU,1087,Peak Hour Users,1087 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC001824,0.18958448664936564,0.17062603798442905,3.24,0.20540178180637716,0.28733227528495164,0.02423892656182369,Adversity,Std,752,Peak Hour Users,752 anomalous readings detected. Inspect high-consumption appliances.
MAC005463,0.18935285507564667,0.17041756956808202,3.23,0.12666400121776286,0.2842057073096292,0.023439645963680755,Adversity,Std,803,Peak Hour Users,803 anomalous readings detected. Inspect high-consumption appliances.
MAC000931,0.1886336831584208,0.1697703148425787,3.22,0.08326175440790297,0.2835750906589971,0.0240090033762661,Affluent,ToU,910,Peak Hour Users,910 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001102,0.18796949067070096,0.16917254160363085,3.21,0.16968393490661282,0.2846100454316002,0.02271580010095911,Adversity,ToU,895,Peak Hour Users,895 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002116,0.18734659852110783,0.16861193866899704,3.2,0.11258379578246394,0.28412874583795783,0.022601150237110283,Adversity,Std,751,Peak Hour Users,751 anomalous readings detected. Inspect high-consumption appliances.
MAC004597,0.1874875733035465,0.16873881597319185,3.2,0.17348666017251013,0.28495599944126276,0.021790752898449506,Adversity,Std,798,Peak Hour Users,798 anomalous readings detected. Inspect high-consumption appliances.
MAC005403,0.1868941258424408,0.16820471325819672,3.19,0.1801605663030165,0.28438772894294584,0.02324322784629846,Affluent,Std,1040,Peak Hour Users,1040 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002662,0.18622515057730923,0.16760263551957832,3.18,0.16094639828235885,0.28483954028763425,0.024116058531683728,Affluent,Std,741,Peak Hour Users,741 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004089,0.18583896564260113,0.16725506907834103,3.17,0.14187871894955964,0.28592473979183347,0.023058446757405926,Adversity,Std,534,Peak Hour Users,534 anomalous readings detected. Inspect high-consumption appliances.
MAC001748,0.184829404280397,0.16634646385235732,3.15,0.1576177953223179,0.2888061438212707,0.02978822434256458,Adversity,Std,325,Peak Hour Users,325 anomalous readings detected. Inspect high-consumption appliances.
MAC002993,0.184537527593819,0.1660837748344371,3.15,0.16943746117208533,0.2849451232139159,0.02319320770345827,Adversity,Std,464,Peak Hour Users,464 anomalous readings detected. Inspect high-consumption appliances.
MAC000306,0.18430029898827316,0.16587026908944585,3.15,0.15123954680508425,0.28435037671823776,0.02346580778742739,Affluent,Std,930,Peak Hour Users,930 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001549,0.18333642923116614,0.16500278630804951,3.13,0.18339200746957618,0.2850317957325931,0.023241550727912456,Adversity,Std,809,Peak Hour Users,809 anomalous readings detected. Inspect high-consumption appliances.
MAC002501,0.1826702777777778,0.16440325000000003,3.12,0.13036005699193773,0.284473172087851,0.021684737281067557,Adversity,Std,420,Peak Hour Users,420 anomalous readings detected. Inspect high-consumption appliances.
MAC004425,0.18291784037558687,0.16462605633802818,3.12,0.15144270528015977,0.2833020086925878,0.023963350170327732,Adversity,Std,960,Peak Hour Users,960 anomalous readings detected. Inspect high-consumption appliances.
