LCLid,tstp,consumption,predicted
MAC000002,2013-12-05 12:30:00,0.094,0.31354347
MAC000002,2013-12-05 13:00:00,0.126,0.29417825
MAC000002,2013-12-05 13:30:00,0.124,0.31021655
MAC000002,2013-12-05 14:00:00,0.105,0.27457234
MAC000002,2013-12-05 14:30:00,0.112,0.28310078
MAC000002,2013-12-05 15:00:00,0.093,0.28095952
MAC000002,2013-12-05 15:30:00,0.144,0.28340045
MAC000002,2013-12-05 16:00:00,0.093,0.35819846
MAC000002,2013-12-05 16:30:00,0.123,0.260442
MAC000002,2013-12-05 17:00:00,0.078,0.3227228
MAC000002,2013-12-05 17:30:00,0.13,0.3660901
MAC000002,2013-12-05 18:00:00,0.725,0.532215
MAC000002,2013-12-05 18:30:00,0.29,0.4853769
MAC000002,2013-12-05 19:00:00,0.299,0.514578
MAC000002,2013-12-05 19:30:00,0.262,0.56525177
MAC000002,2013-12-05 20:00:00,0.304,0.71877056
MAC000002,2013-12-05 20:30:00,0.241,0.48491699
MAC000002,2013-12-05 21:00:00,0.279,0.44033659
MAC000002,2013-12-05 21:30:00,0.247,0.39735588
MAC000002,2013-12-05 22:00:00,0.266,0.35337383
MAC000002,2013-12-05 22:30:00,0.26,0.33029172
MAC000002,2013-12-05 23:00:00,0.238,0.2865855
MAC000002,2013-12-05 23:30:00,0.273,0.26184162
MAC000002,2013-12-06 00:00:00,0.642,0.24584149
MAC000002,2013-12-06 00:30:00,0.561,0.22950524
MAC000002,2013-12-06 01:00:00,0.213,0.19821583
MAC000002,2013-12-06 01:30:00,0.217,0.17016123
MAC000002,2013-12-06 02:00:00,0.216,0.13106093
MAC000002,2013-12-06 02:30:00,0.176,0.1214076
MAC000002,2013-12-06 03:00:00,0.219,0.11265306
MAC000002,2013-12-06 03:30:00,0.12,0.11574199
MAC000002,2013-12-06 04:00:00,0.133,0.109204665
MAC000002,2013-12-06 04:30:00,0.1,0.11535476
MAC000002,2013-12-06 05:00:00,0.109,0.10834318
MAC000002,2013-12-06 05:30:00,0.116,0.11242893
MAC000002,2013-12-06 06:00:00,0.09,0.112157635
MAC000002,2013-12-06 06:30:00,0.124,0.12400353
MAC000002,2013-12-06 07:00:00,0.08,0.13336405
MAC000002,2013-12-06 07:30:00,0.125,0.1461445
MAC000002,2013-12-06 08:00:00,0.082,0.1657339
MAC000002,2013-12-06 08:30:00,0.119,0.17819054
MAC000002,2013-12-06 09:00:00,0.098,0.27178872
MAC000002,2013-12-06 09:30:00,0.105,0.2706541
MAC000002,2013-12-06 10:00:00,0.159,0.20931828
MAC000002,2013-12-06 10:30:00,0.405,0.21149218
MAC000002,2013-12-06 11:00:00,0.325,0.20966774
MAC000002,2013-12-06 11:30:00,0.172,0.17912269
MAC000002,2013-12-06 12:00:00,0.119,0.20083587
MAC000002,2013-12-06 12:30:00,0.084,0.16716167
MAC000002,2013-12-06 13:00:00,0.137,0.17813939
MAC000002,2013-12-06 13:30:00,0.093,0.17565303
MAC000002,2013-12-06 14:00:00,0.112,0.17139217
MAC000002,2013-12-06 14:30:00,0.657,0.18461494
MAC000002,2013-12-06 15:00:00,0.296,0.19156703
MAC000002,2013-12-06 15:30:00,0.38,0.21512704
MAC000002,2013-12-06 16:00:00,0.388,0.28701925
MAC000002,2013-12-06 16:30:00,0.424,0.26563597
MAC000002,2013-12-06 17:00:00,0.365,0.29996842
MAC000002,2013-12-06 17:30:00,0.394,0.2911162
MAC000002,2013-12-06 18:00:00,0.452,0.39070806
MAC000002,2013-12-06 18:30:00,0.438,0.36866966
MAC000002,2013-12-06 19:00:00,0.447,0.38751873
MAC000002,2013-12-06 19:30:00,0.434,0.36840272
MAC000002,2013-12-06 20:00:00,1.141,0.4391652
MAC000002,2013-12-06 20:30:00,0.25,0.4236398
MAC000002,2013-12-06 21:00:00,0.212,0.3414031
MAC000002,2013-12-06 21:30:00,1.064,0.36596027
MAC000002,2013-12-06 22:00:00,0.796,0.3878234
MAC000002,2013-12-06 22:30:00,0.736,0.3824076
MAC000002,2013-12-06 23:00:00,0.273,0.3334931
MAC000002,2013-12-06 23:30:00,0.251,0.3242926
MAC000002,2013-12-07 00:00:00,0.284,0.32771075
MAC000002,2013-12-07 00:30:00,0.214,0.29829428
MAC000002,2013-12-07 01:00:00,0.255,0.23384151
MAC000002,2013-12-07 01:30:00,0.239,0.23515624
MAC000002,2013-12-07 02:00:00,0.165,0.17992935
MAC000002,2013-12-07 02:30:00,0.164,0.15881272
MAC000002,2013-12-07 03:00:00,0.175,0.1607331
MAC000002,2013-12-07 03:30:00,0.135,0.12695347
MAC000002,2013-12-07 04:00:00,0.078,0.116522335
MAC000002,2013-12-07 04:30:00,0.13,0.10903737
MAC000002,2013-12-07 05:00:00,0.087,0.11483012
MAC000002,2013-12-07 05:30:00,0.115,0.15218288
MAC000002,2013-12-07 06:00:00,0.098,0.12271074
MAC000002,2013-12-07 06:30:00,0.101,0.11086419
MAC000002,2013-12-07 07:00:00,0.111,0.14081626
MAC000002,2013-12-07 07:30:00,0.087,0.13700975
MAC000002,2013-12-07 08:00:00,0.123,0.17982325
MAC000002,2013-12-07 08:30:00,0.075,0.18029246
MAC000002,2013-12-07 09:00:00,0.12,0.25997564
MAC000002,2013-12-07 09:30:00,0.074,0.23884326
MAC000002,2013-12-07 10:00:00,0.166,0.3360394
MAC000002,2013-12-07 10:30:00,0.422,0.29836488
MAC000002,2013-12-07 11:00:00,0.11,0.29781264
MAC000002,2013-12-07 11:30:00,0.109,0.2819392
MAC000002,2013-12-07 12:00:00,0.093,0.2619797
MAC000002,2013-12-07 12:30:00,0.116,0.2705992
MAC000002,2013-12-07 13:00:00,0.077,0.2772608
MAC000002,2013-12-07 13:30:00,0.194,0.2706588
MAC000002,2013-12-07 14:00:00,0.56,0.2764687
MAC000002,2013-12-07 14:30:00,0.297,0.27758974
MAC000002,2013-12-07 15:00:00,0.314,0.30010432
MAC000002,2013-12-07 15:30:00,0.388,0.2924783
MAC000002,2013-12-07 16:00:00,0.248,0.32602474
MAC000002,2013-12-07 16:30:00,0.26,0.30995247
MAC000002,2013-12-07 17:00:00,0.219,0.3543703
MAC000002,2013-12-07 17:30:00,0.281,0.35221624
MAC000002,2013-12-07 18:00:00,0.305,0.39826244
MAC000002,2013-12-07 18:30:00,0.579,0.4044788
MAC000002,2013-12-07 19:00:00,0.447,0.40987575
MAC000002,2013-12-07 19:30:00,1.3559999,0.44743356
MAC000002,2013-12-07 20:00:00,0.228,0.44221053
MAC000002,2013-12-07 20:30:00,0.282,0.38421482
MAC000002,2013-12-07 21:00:00,0.248,0.44543043
MAC000002,2013-12-07 21:30:00,0.318,0.3518048
MAC000002,2013-12-07 22:00:00,0.299,0.30768487
MAC000002,2013-12-07 22:30:00,0.316,0.3372188
MAC000002,2013-12-07 23:00:00,0.372,0.2758973
MAC000002,2013-12-07 23:30:00,0.326,0.2847322
MAC000002,2013-12-08 00:00:00,0.308,0.26782003
MAC000002,2013-12-08 00:30:00,0.259,0.2527206
MAC000002,2013-12-08 01:00:00,0.288,0.23449314
MAC000002,2013-12-08 01:30:00,0.241,0.19583678
MAC000002,2013-12-08 02:00:00,0.293,0.14500605
MAC000002,2013-12-08 02:30:00,0.189,0.13854845
MAC000002,2013-12-08 03:00:00,0.146,0.1479276
MAC000002,2013-12-08 03:30:00,0.093,0.115092255
MAC000002,2013-12-08 04:00:00,0.116,0.10157966
MAC000002,2013-12-08 04:30:00,0.106,0.10907461
MAC000002,2013-12-08 05:00:00,0.1,0.10431104
MAC000002,2013-12-08 05:30:00,0.12,0.10131776
MAC000002,2013-12-08 06:00:00,0.082,0.1180125
MAC000002,2013-12-08 06:30:00,0.127,0.0989371
MAC000002,2013-12-08 07:00:00,0.076,0.13187698
MAC000002,2013-12-08 07:30:00,0.125,0.11452834
MAC000002,2013-12-08 08:00:00,0.093,0.17221601
MAC000002,2013-12-08 08:30:00,0.107,0.15525897
MAC000002,2013-12-08 09:00:00,0.111,0.22391643
MAC000002,2013-12-08 09:30:00,0.438,0.23242594
MAC000002,2013-12-08 10:00:00,0.329,0.35400343
MAC000002,2013-12-08 10:30:00,0.274,0.3400305
MAC000002,2013-12-08 11:00:00,0.353,0.30924532
MAC000002,2013-12-08 11:30:00,0.261,0.3218555
MAC000002,2013-12-08 12:00:00,0.117,0.31656522
MAC000002,2013-12-08 12:30:00,0.132,0.33002776
MAC000002,2013-12-08 13:00:00,0.082,0.31824607
MAC000002,2013-12-08 13:30:00,0.125,0.36198813
MAC000002,2013-12-08 14:00:00,0.087,0.3321717
MAC000002,2013-12-08 14:30:00,0.139,0.32039693
MAC000002,2013-12-08 15:00:00,0.111,0.29557434
MAC000002,2013-12-08 15:30:00,0.097,0.28860423
MAC000002,2013-12-08 16:00:00,0.124,0.29885122
MAC000002,2013-12-08 16:30:00,0.078,0.31526083
MAC000002,2013-12-08 17:00:00,0.122,0.37060794
MAC000002,2013-12-08 17:30:00,0.169,0.3767685
MAC000002,2013-12-08 18:00:00,0.296,0.40945697
MAC000002,2013-12-08 18:30:00,0.441,0.42084986
MAC000002,2013-12-08 19:00:00,0.243,0.39898983
MAC000002,2013-12-08 19:30:00,1.261,0.4559501
MAC000002,2013-12-08 20:00:00,2.352,0.45318434
MAC000002,2013-12-08 20:30:00,1.2589999,0.42855698
MAC000002,2013-12-08 21:00:00,1.271,0.40789747
MAC000002,2013-12-08 21:30:00,1.224,0.434298
MAC000002,2013-12-08 22:00:00,1.3660001,0.40828946
MAC000002,2013-12-08 22:30:00,1.419,0.4337105
MAC000002,2013-12-08 23:00:00,0.601,0.37558153
MAC000002,2013-12-08 23:30:00,0.529,0.36636153
MAC000002,2013-12-09 00:00:00,0.494,0.31926677
MAC000002,2013-12-09 00:30:00,0.482,0.272949
MAC000002,2013-12-09 01:00:00,0.224,0.27278534
MAC000002,2013-12-09 01:30:00,0.099,0.20055422
MAC000002,2013-12-09 02:00:00,0.22,0.19536015
MAC000002,2013-12-09 02:30:00,0.148,0.16591617
MAC000002,2013-12-09 03:00:00,0.116,0.12881117
MAC000002,2013-12-09 03:30:00,0.101,0.11659174
MAC000002,2013-12-09 04:00:00,0.113,0.12072282
MAC000002,2013-12-09 04:30:00,0.104,0.117546484
MAC000002,2013-12-09 05:00:00,0.1,0.118874945
MAC000002,2013-12-09 05:30:00,0.117,0.12295621
MAC000002,2013-12-09 06:00:00,0.085,0.13639866
MAC000002,2013-12-09 06:30:00,0.129,0.13436678
MAC000002,2013-12-09 07:00:00,0.074,0.16722715
MAC000002,2013-12-09 07:30:00,0.121,0.1825959
MAC000002,2013-12-09 08:00:00,0.084,0.22293735
MAC000002,2013-12-09 08:30:00,0.151,0.24118347
MAC000002,2013-12-09 09:00:00,0.116,0.25076693
MAC000002,2013-12-09 09:30:00,0.373,0.41487762
MAC000002,2013-12-09 10:00:00,0.463,0.29661587
MAC000002,2013-12-09 10:30:00,0.246,0.2914357
MAC000002,2013-12-09 11:00:00,0.127,0.27301568
MAC000002,2013-12-09 11:30:00,0.139,0.23760074
MAC000002,2013-12-09 12:00:00,0.075,0.26654804
MAC000002,2013-12-09 12:30:00,0.133,0.25355825
MAC000002,2013-12-09 13:00:00,0.103,0.3910952
MAC000002,2013-12-09 13:30:00,0.542,0.27211645
MAC000002,2013-12-09 14:00:00,0.119,0.22908984
MAC000002,2013-12-09 14:30:00,0.081,0.24928576
MAC000002,2013-12-09 15:00:00,0.124,0.25108418
MAC000002,2013-12-09 15:30:00,0.093,0.2529267
MAC000002,2013-12-09 16:00:00,0.135,0.2960063
MAC000002,2013-12-09 16:30:00,0.1,0.28759512
MAC000002,2013-12-09 17:00:00,0.1,0.33354247
MAC000002,2013-12-09 17:30:00,0.247,0.4072565
MAC000002,2013-12-09 18:00:00,0.542,0.53240573
MAC000002,2013-12-09 18:30:00,0.402,0.5676378
MAC000002,2013-12-09 19:00:00,0.288,0.5083032
MAC000002,2013-12-09 19:30:00,0.44,0.7105739
MAC000002,2013-12-09 20:00:00,0.339,0.7009297
MAC000002,2013-12-09 20:30:00,0.349,0.52802557
MAC000002,2013-12-09 21:00:00,0.927,0.5083014
MAC000002,2013-12-09 21:30:00,0.154,0.4641379
MAC000002,2013-12-09 22:00:00,0.382,0.42361477
MAC000002,2013-12-09 22:30:00,0.457,0.35459426
MAC000002,2013-12-09 23:00:00,0.475,0.3440469
MAC000002,2013-12-09 23:30:00,0.489,0.33306736
MAC000002,2013-12-10 00:00:00,0.46,0.29078674
MAC000002,2013-12-10 00:30:00,0.491,0.30286136
MAC000002,2013-12-10 01:00:00,0.355,0.21766566
MAC000002,2013-12-10 01:30:00,0.183,0.14024639
MAC000002,2013-12-10 02:00:00,0.111,0.1677549
MAC000002,2013-12-10 02:30:00,0.098,0.13887745
MAC000002,2013-12-10 03:00:00,0.125,0.111451425
MAC000002,2013-12-10 03:30:00,0.078,0.106986225
MAC000002,2013-12-10 04:00:00,0.125,0.11150332
MAC000002,2013-12-10 04:30:00,0.087,0.09653516
MAC000002,2013-12-10 05:00:00,0.114,0.11322438
MAC000002,2013-12-10 05:30:00,0.105,0.10588886
MAC000002,2013-12-10 06:00:00,0.094,0.11664656
MAC000002,2013-12-10 06:30:00,0.123,0.116699904
MAC000002,2013-12-10 07:00:00,0.075,0.12311113
MAC000002,2013-12-10 07:30:00,0.12,0.14223966
MAC000002,2013-12-10 08:00:00,0.081,0.15343255
MAC000002,2013-12-10 08:30:00,0.162,0.18729618
MAC000002,2013-12-10 09:00:00,0.116,0.16971275
MAC000002,2013-12-10 09:30:00,0.36,0.23191209
MAC000002,2013-12-10 10:00:00,0.382,0.22885537
MAC000002,2013-12-10 10:30:00,0.304,0.22642213
MAC000002,2013-12-10 11:00:00,0.358,0.27012995
MAC000002,2013-12-10 11:30:00,0.367,0.2428891
MAC000002,2013-12-10 12:00:00,0.33,0.24337904
MAC000002,2013-12-10 12:30:00,0.361,0.2072719
MAC000002,2013-12-10 13:00:00,0.343,0.20328353
MAC000002,2013-12-10 13:30:00,0.538,0.23657592
MAC000002,2013-12-10 14:00:00,0.314,0.19995616
MAC000002,2013-12-10 14:30:00,0.101,0.18581387
MAC000002,2013-12-10 15:00:00,0.155,0.20780231
MAC000002,2013-12-10 15:30:00,0.083,0.19390127
MAC000002,2013-12-10 16:00:00,0.111,0.24192747
MAC000002,2013-12-10 16:30:00,0.106,0.23159103
MAC000002,2013-12-10 17:00:00,0.131,0.25873265
MAC000002,2013-12-10 17:30:00,0.332,0.30849272
MAC000002,2013-12-10 18:00:00,0.68,0.42903283
MAC000002,2013-12-10 18:30:00,0.244,0.449841
MAC000002,2013-12-10 19:00:00,0.443,0.42756778
MAC000002,2013-12-10 19:30:00,0.379,0.48598823
MAC000002,2013-12-10 20:00:00,0.979,0.5137264
MAC000002,2013-12-10 20:30:00,0.199,0.49294552
MAC000002,2013-12-10 21:00:00,0.232,0.5211996
MAC000002,2013-12-10 21:30:00,0.281,0.40797985
MAC000002,2013-12-10 22:00:00,0.29,0.4220479
MAC000002,2013-12-10 22:30:00,0.475,0.3835399
MAC000002,2013-12-10 23:00:00,0.479,0.37695238
MAC000002,2013-12-10 23:30:00,0.422,0.37184936
MAC000002,2013-12-11 00:00:00,0.256,0.32664493
MAC000002,2013-12-11 00:30:00,0.218,0.32858416
MAC000002,2013-12-11 01:00:00,0.252,0.27828965
MAC000002,2013-12-11 01:30:00,0.24,0.1827776
MAC000002,2013-12-11 02:00:00,0.168,0.1120907
MAC000002,2013-12-11 02:30:00,0.136,0.1150581
MAC000002,2013-12-11 03:00:00,0.078,0.12437796
MAC000002,2013-12-11 03:30:00,0.121,0.09777545
MAC000002,2013-12-11 04:00:00,0.102,0.12601797
MAC000002,2013-12-11 04:30:00,0.098,0.09322704
MAC000002,2013-12-11 05:00:00,0.166,0.123636864
MAC000002,2013-12-11 05:30:00,0.159,0.1043945
MAC000002,2013-12-11 06:00:00,0.124,0.11787434
MAC000002,2013-12-11 06:30:00,0.083,0.12718871
MAC000002,2013-12-11 07:00:00,0.119,0.12279834
MAC000002,2013-12-11 07:30:00,0.091,0.15119559
MAC000002,2013-12-11 08:00:00,0.105,0.15513603
MAC000002,2013-12-11 08:30:00,0.101,0.19790335
MAC000002,2013-12-11 09:00:00,0.112,0.26749077
MAC000002,2013-12-11 09:30:00,0.156,0.33337575
MAC000002,2013-12-11 10:00:00,0.415,0.33735967
MAC000002,2013-12-11 10:30:00,0.155,0.2994569
MAC000002,2013-12-11 11:00:00,0.345,0.30040962
MAC000002,2013-12-11 11:30:00,0.603,0.34703106
MAC000002,2013-12-11 12:00:00,1.191,0.33854523
MAC000002,2013-12-11 12:30:00,0.34,0.34553573
MAC000002,2013-12-11 13:00:00,0.231,0.3564479
MAC000002,2013-12-11 13:30:00,0.124,0.36191306
MAC000002,2013-12-11 14:00:00,0.146,0.28794414
MAC000002,2013-12-11 14:30:00,0.1,0.20596278
MAC000002,2013-12-11 15:00:00,0.145,0.21302149
MAC000002,2013-12-11 15:30:00,0.107,0.2047964
MAC000002,2013-12-11 16:00:00,0.133,0.2350802
MAC000002,2013-12-11 16:30:00,0.118,0.24064726
MAC000002,2013-12-11 17:00:00,0.156,0.27380747
MAC000002,2013-12-11 17:30:00,0.238,0.37583736
MAC000002,2013-12-11 18:00:00,0.359,0.5248473
MAC000002,2013-12-11 18:30:00,0.375,0.43396994
MAC000002,2013-12-11 19:00:00,0.379,0.48330122
MAC000002,2013-12-11 19:30:00,0.743,0.4933359
MAC000002,2013-12-11 20:00:00,0.521,0.5516566
MAC000002,2013-12-11 20:30:00,0.418,0.43457147
MAC000002,2013-12-11 21:00:00,0.459,0.42201066
MAC000002,2013-12-11 21:30:00,0.42,0.44155037
MAC000002,2013-12-11 22:00:00,0.486,0.3970689
MAC000002,2013-12-11 22:30:00,0.45,0.4507737
MAC000002,2013-12-11 23:00:00,0.447,0.3706937
MAC000002,2013-12-11 23:30:00,0.446,0.3570876
MAC000002,2013-12-12 00:00:00,0.405,0.27167898
MAC000002,2013-12-12 00:30:00,0.438,0.24693005
MAC000002,2013-12-12 01:00:00,0.382,0.2509723
MAC000002,2013-12-12 01:30:00,0.431,0.22611389
MAC000002,2013-12-12 02:00:00,0.377,0.16864645
MAC000002,2013-12-12 02:30:00,0.175,0.12888789
MAC000002,2013-12-12 03:00:00,0.104,0.101823166
MAC000002,2013-12-12 03:30:00,0.098,0.12636077
MAC000002,2013-12-12 04:00:00,0.116,0.10373299
MAC000002,2013-12-12 04:30:00,0.084,0.11680463
MAC000002,2013-12-12 05:00:00,0.122,0.1384445
MAC000002,2013-12-12 05:30:00,0.075,0.14834781
MAC000002,2013-12-12 06:00:00,0.12,0.11795904
MAC000002,2013-12-12 06:30:00,0.078,0.113385566
MAC000002,2013-12-12 07:00:00,0.115,0.14754829
MAC000002,2013-12-12 07:30:00,0.09,0.13386177
MAC000002,2013-12-12 08:00:00,0.104,0.17953849
MAC000002,2013-12-12 08:30:00,0.101,0.17248689
MAC000002,2013-12-12 09:00:00,0.132,0.22991963
MAC000002,2013-12-12 09:30:00,0.129,0.35304248
MAC000002,2013-12-12 10:00:00,0.356,0.37881598
MAC000002,2013-12-12 10:30:00,0.372,0.28155506
MAC000002,2013-12-12 11:00:00,0.296,0.33035752
MAC000002,2013-12-12 11:30:00,0.334,0.40135372
MAC000002,2013-12-12 12:00:00,0.674,0.2920465
MAC000002,2013-12-12 12:30:00,0.163,0.25664642
MAC000002,2013-12-12 13:00:00,0.121,0.23546617
MAC000002,2013-12-12 13:30:00,0.073,0.21134752
MAC000002,2013-12-12 14:00:00,0.12,0.21376239
MAC000002,2013-12-12 14:30:00,0.089,0.2048513
MAC000002,2013-12-12 15:00:00,0.136,0.21332665
MAC000002,2013-12-12 15:30:00,0.099,0.22278404
MAC000002,2013-12-12 16:00:00,0.092,0.23992571
MAC000002,2013-12-12 16:30:00,0.112,0.23668815
MAC000002,2013-12-12 17:00:00,0.077,0.2752359
MAC000002,2013-12-12 17:30:00,0.12,0.30289727
MAC000002,2013-12-12 18:00:00,0.17,0.46373612
MAC000002,2013-12-12 18:30:00,0.478,0.39739603
MAC000002,2013-12-12 19:00:00,0.473,0.4062582
MAC000002,2013-12-12 19:30:00,0.432,0.3952932
MAC000002,2013-12-12 20:00:00,1.359,0.44668522
MAC000002,2013-12-12 20:30:00,0.336,0.4204344
MAC000002,2013-12-12 21:00:00,0.417,0.41092938
MAC000002,2013-12-12 21:30:00,0.44,0.40117884
MAC000002,2013-12-12 22:00:00,0.468,0.38241804
MAC000002,2013-12-12 22:30:00,0.473,0.3803296
MAC000002,2013-12-12 23:00:00,0.449,0.34625
MAC000002,2013-12-12 23:30:00,0.492,0.36562392
MAC000002,2013-12-13 00:00:00,0.421,0.36301076
MAC000002,2013-12-13 00:30:00,0.469,0.3751975
MAC000002,2013-12-13 01:00:00,0.428,0.27183774
MAC000002,2013-12-13 01:30:00,0.39,0.27910498
MAC000002,2013-12-13 02:00:00,0.211,0.2599357
MAC000002,2013-12-13 02:30:00,0.087,0.16857591
MAC000002,2013-12-13 03:00:00,0.126,0.14410812
MAC000002,2013-12-13 03:30:00,0.083,0.11114995
MAC000002,2013-12-13 04:00:00,0.121,0.1221835
MAC000002,2013-12-13 04:30:00,0.101,0.09424942
MAC000002,2013-12-13 05:00:00,0.1,0.12081165
MAC000002,2013-12-13 05:30:00,0.119,0.10004554
MAC000002,2013-12-13 06:00:00,0.08,0.119688705
MAC000002,2013-12-13 06:30:00,0.123,0.11991496
MAC000002,2013-12-13 07:00:00,0.077,0.14310208
MAC000002,2013-12-13 07:30:00,0.118,0.15228334
MAC000002,2013-12-13 08:00:00,0.096,0.16936296
MAC000002,2013-12-13 08:30:00,0.099,0.1770987
MAC000002,2013-12-13 09:00:00,0.163,0.1977911
MAC000002,2013-12-13 09:30:00,0.097,0.19722904
MAC000002,2013-12-13 10:00:00,0.436,0.26822612
MAC000002,2013-12-13 10:30:00,0.078,0.33279306
MAC000002,2013-12-13 11:00:00,0.119,0.30613214
MAC000002,2013-12-13 11:30:00,0.087,0.2735472
MAC000002,2013-12-13 12:00:00,0.105,0.23337962
MAC000002,2013-12-13 12:30:00,0.124,0.20058322
MAC000002,2013-12-13 13:00:00,0.258,0.20647913
MAC000002,2013-12-13 13:30:00,0.484,0.18613182
MAC000002,2013-12-13 14:00:00,0.345,0.20221646
MAC000002,2013-12-13 14:30:00,0.405,0.2990509
MAC000002,2013-12-13 15:00:00,0.332,0.2674518
MAC000002,2013-12-13 15:30:00,0.396,0.28858072
MAC000002,2013-12-13 16:00:00,0.335,0.32211724
MAC000002,2013-12-13 16:30:00,0.217,0.32453912
MAC000002,2013-12-13 17:00:00,0.421,0.37170398
MAC000002,2013-12-13 17:30:00,0.364,0.379734
MAC000002,2013-12-13 18:00:00,0.351,0.44390032
MAC000002,2013-12-13 18:30:00,0.414,0.4868078
MAC000002,2013-12-13 19:00:00,0.45,0.48813513
MAC000002,2013-12-13 19:30:00,0.486,0.48524824
MAC000002,2013-12-13 20:00:00,1.043,0.49738464
MAC000002,2013-12-13 20:30:00,0.259,0.38583812
MAC000002,2013-12-13 21:00:00,0.207,0.37851036
MAC000002,2013-12-13 21:30:00,0.282,0.43879306
MAC000002,2013-12-13 22:00:00,0.251,0.42391273
MAC000002,2013-12-13 22:30:00,0.266,0.4155997
MAC000002,2013-12-13 23:00:00,0.257,0.34902546
MAC000002,2013-12-13 23:30:00,0.205,0.33825582
MAC000002,2013-12-14 00:00:00,0.26,0.3091305
MAC000002,2013-12-14 00:30:00,0.198,0.28357893
MAC000002,2013-12-14 01:00:00,0.237,0.28339228
MAC000002,2013-12-14 01:30:00,0.211,0.26773363
MAC000002,2013-12-14 02:00:00,0.122,0.18387029
MAC000002,2013-12-14 02:30:00,0.13,0.13042134
MAC000002,2013-12-14 03:00:00,0.077,0.1540099
MAC000002,2013-12-14 03:30:00,0.126,0.11927561
MAC000002,2013-12-14 04:00:00,0.096,0.108039245
MAC000002,2013-12-14 04:30:00,0.106,0.11692823
MAC000002,2013-12-14 05:00:00,0.118,0.099945635
MAC000002,2013-12-14 05:30:00,0.084,0.12167015
MAC000002,2013-12-14 06:00:00,0.123,0.096842416
MAC000002,2013-12-14 06:30:00,0.082,0.11819875
MAC000002,2013-12-14 07:00:00,0.116,0.114674255
MAC000002,2013-12-14 07:30:00,0.103,0.12627518
MAC000002,2013-12-14 08:00:00,0.093,0.16812702
MAC000002,2013-12-14 08:30:00,0.121,0.15430717
MAC000002,2013-12-14 09:00:00,0.099,0.2107794
MAC000002,2013-12-14 09:30:00,0.151,0.19076301
MAC000002,2013-12-14 10:00:00,0.163,0.24541399
MAC000002,2013-12-14 10:30:00,0.403,0.2824305
MAC000002,2013-12-14 11:00:00,0.308,0.23132277
MAC000002,2013-12-14 11:30:00,0.163,0.22683346
MAC000002,2013-12-14 12:00:00,0.13,0.23027754
MAC000002,2013-12-14 12:30:00,0.081,0.23351513
MAC000002,2013-12-14 13:00:00,0.113,0.24625255
MAC000002,2013-12-14 13:30:00,0.106,0.25451836
MAC000002,2013-12-14 14:00:00,0.196,0.3183829
MAC000002,2013-12-14 14:30:00,0.702,0.29205585
MAC000002,2013-12-14 15:00:00,0.262,0.29825276
MAC000002,2013-12-14 15:30:00,0.183,0.30640015
MAC000002,2013-12-14 16:00:00,0.271,0.2892849
MAC000002,2013-12-14 16:30:00,0.428,0.28417233
MAC000002,2013-12-14 17:00:00,0.249,0.33123505
MAC000002,2013-12-14 17:30:00,0.329,0.33871692
MAC000002,2013-12-14 18:00:00,0.419,0.3691314
MAC000002,2013-12-14 18:30:00,0.442,0.42995772
MAC000002,2013-12-14 19:00:00,0.409,0.4070645
MAC000002,2013-12-14 19:30:00,0.439,0.42435813
MAC000002,2013-12-14 20:00:00,1.1440001,0.34794304
MAC000002,2013-12-14 20:30:00,0.262,0.33523613
MAC000002,2013-12-14 21:00:00,0.231,0.2940053
MAC000002,2013-12-14 21:30:00,0.274,0.32335788
MAC000002,2013-12-14 22:00:00,0.259,0.29301336
MAC000002,2013-12-14 22:30:00,0.274,0.30312786
MAC000002,2013-12-14 23:00:00,0.269,0.30150953
MAC000002,2013-12-14 23:30:00,0.27,0.28195342
MAC000002,2013-12-15 00:00:00,0.278,0.27257854
MAC000002,2013-12-15 00:30:00,0.223,0.23717357
MAC000002,2013-12-15 01:00:00,0.266,0.2358285
MAC000002,2013-12-15 01:30:00,0.189,0.2206784
MAC000002,2013-12-15 02:00:00,0.197,0.17769513
MAC000002,2013-12-15 02:30:00,0.091,0.15906154
MAC000002,2013-12-15 03:00:00,0.133,0.11866013
MAC000002,2013-12-15 03:30:00,0.092,0.11559533
MAC000002,2013-12-15 04:00:00,0.118,0.10524116
MAC000002,2013-12-15 04:30:00,0.106,0.1103057
MAC000002,2013-12-15 05:00:00,0.104,0.11232766
MAC000002,2013-12-15 05:30:00,0.118,0.10297396
MAC000002,2013-12-15 06:00:00,0.089,0.11110965
MAC000002,2013-12-15 06:30:00,0.129,0.11195817
MAC000002,2013-12-15 07:00:00,0.075,0.12540741
MAC000002,2013-12-15 07:30:00,0.127,0.1399241
MAC000002,2013-12-15 08:00:00,0.086,0.15916641
MAC000002,2013-12-15 08:30:00,0.115,0.1734126
MAC000002,2013-12-15 09:00:00,0.103,0.2080738
MAC000002,2013-12-15 09:30:00,0.15,0.29738882
MAC000002,2013-12-15 10:00:00,0.135,0.2897294
MAC000002,2013-12-15 10:30:00,0.466,0.30530825
MAC000002,2013-12-15 11:00:00,0.302,0.32571116
MAC000002,2013-12-15 11:30:00,0.362,0.28639442
MAC000002,2013-12-15 12:00:00,0.456,0.2685539
MAC000002,2013-12-15 12:30:00,0.409,0.2756255
MAC000002,2013-12-15 13:00:00,0.344,0.26721048
